id,description,company_id,,hts_code,is_hazmat,is_flammable,is_special_handling,is_perishable,is_digital,is_deleted,is_lot_controlled,is_expiry_controlled,creation_date,brand_name,parent_product_id,display_desc,discontinue_day,base_uom,unit_price,currency_uom,product_available_day,shipping_weight,shipping_dimension,unit_volume,pkg_length,pkg_width,pkg_height,weight_uom,dim_uom,volume_uom,casepack_size,gtin,db_creation_dttm,db_updation_dttm,sap_0material_attr__prdha
8520767,BODY AOP FOREST ANIMALS:LIGHT DUSTY LILAC:80,1,8457582 Body aop forest animals/8457582 Body aop forest animals - Light Dusty Lilac,,,,,,,FALSE,,,,8910 Baby Tops,9328,Body,,1-PACK,2.71,USD,,,,,,,,,,,,,,,
8541699,DRESS WOVEN GAUZE:DUSTY LILAC:80,1,8486669 Dress woven gauze/8486669 Dress woven gauze - Dusty Lilac,,,,,,,FALSE,,,,8910 Baby Tops,9318,Dress,,1-PACK,5,USD,,,,,,,,,,,,,,,
8248511,PYJAMAS HEDGEHOG AOP:LIGHT DUSTY AQUA:86,1,8213452 Pyjamas Hedgehog aop/8213452 Pyjamas Hedgehog aop - Light Dusty Aqua,,,,,,,FALSE,,,,8916 Baby Nightwear,9333,Pyjamas,,1-PACK,2.92,USD,,,,,,,,,,,,,,,
8537764,LEGGINGS BRUSHED INSIDE:DUSTY YELLOW:68,1,8451851 Leggings brushed inside/8451851 Leggings brushed inside - Dusty Yellow,,,,,,,FALSE,,,,8913 Baby Basic,9472,Leggings,,1-PACK,2.1,EUR,,,,,,,,,,,,,,,
8366278,BRIEF  THONG REGULAR SALLY SEA:LIGHT DUSTY AQUA:36/38,1,8186562 Brief  Thong regular Sally Sea/8186562 Brief  Thong regular Sally Sea - Light Dusty Aqua,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,1.6,USD,,,,,,,,,,,,,,,
8120123,BODY WRAP SHOOTING STARS:DUSTY CORAL:56,1,8089838 Body Wrap Shooting Stars/8089838 Body Wrap Shooting Stars - Dusty coral,,,,,,,FALSE,,,,8914 Baby CoP Tops,9328,Body,,1-PACK,2.3,USD,,,,,,,,,,,,,,,
8382568,LEGGINGS RIB SOLID:LIGHT DUSTY AQUA:56,1,8216900 Leggings rib solid/8216900 Leggings rib solid - Light Dusty Aqua,,,,,,,FALSE,,,,8913 Baby Basic,9472,Leggings,,1-PACK,1.95,USD,,,,,,,,,,,,,,,
8337844,SWEATSHIRT DALMATIANS AOP MULT:OFF BLACK:80,1,8305038 Sweatshirt Dalmatians aop mult/8305038 Sweatshirt Dalmatians aop mult - Off black,,,,,,,FALSE,,,,8914 Baby CoP Tops,9463,Sweatshirt,,1-PACK,2.8,USD,,,,,,,,,,,,,,,
8147504,BODY WRAP RAINBOW:BEIGE:56,1,8121421 Body wrap rainbow/8121421 Body wrap rainbow - Beige,,,,,,,FALSE,,,,8912 Newborn,9328,Body,,1-PACK,2.3,USD,,,,,,,,,,,,,,,
8535164,PYJAMAS NIGHT SKY:DARK DUSTY BLUE:86,1,8503489 Pyjamas Night Sky/8503489 Pyjamas Night Sky - Dark Dusty Blue,,,,,,,FALSE,,,,8916 Baby Nightwear,9333,Pyjamas,,1-PACK,4.3,USD,,,,,,,,,,,,,,,
7986352,BRIEF THONG REGULAR COTTON LAC:WHITE:44/46,1,7957628 Brief Thong regular Cotton lac/7957628 Brief Thong regular Cotton lac - White,,,,,,,FALSE,,,,2012 Lindex Brief Basic,9326,Brief/Pants,,1-PACK,1.25,USD,,,,,,,,,,,,,,,
8135631,BODY WRAP RIB BASIC:DARK DUSTY YELLOW:56,1,8002778 Body wrap rib basic/8002778 Body wrap rib basic - Dark Dusty Yellow,,,,,,,FALSE,,,,8913 Baby Basic,9328,Body,,1-PACK,2.7,USD,,,,,,,,,,,,,,,
7999848,BRIEF  COTTON EMELIE BRAZILAN:WHITE:617,1,7981354 Brief  cotton emelie Brazilan/7981354 Brief  cotton emelie Brazilan - White,,,,,,,FALSE,,,,2012 Lindex Brief Basic,9326,Brief/Pants,,1-PACK,1.41,USD,,,,,,,,,,,,,,,
8331113,BRIEF  BRAZI HIGH SEAMLESS RIB:DARK DUSTY ORANGE:44/46,1,8084021 Brief  Brazi High Seamless Rib/8084021 Brief  Brazi High Seamless Rib - Dark Dusty Orange,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,1.78,USD,,,,,,,,,,,,,,,
8338254,LEGGINGS RIB SOLID:DARK DUSTY RED:80,1,8216900 Leggings rib solid/8216900 Leggings rib solid - Dark Dusty Red,,,,,,,FALSE,,,,8913 Baby Basic,9472,Leggings,,1-PACK,2.12,USD,,,,,,,,,,,,,,,
8230931,LEGGINGS BASIC RIB DOTS:OFF BLACK:68,1,8196599 Leggings basic rib dots/8196599 Leggings basic rib dots - Off black,,,,,,,FALSE,,,,8911 Baby Bottoms,9472,Leggings,,1-PACK,2,USD,,,,,,,,,,,,,,,
8342877,SET WRAP BODY LEGGINGS REINDEE:BEIGE:68,1,8303997 Set wrap body leggings reindee/8303997 Set wrap body leggings reindee - Beige,,,,,,,FALSE,,,,8910 Baby Tops,9320,Indoor Clothes Set,,1-PACK,4.2,USD,,,,,,,,,,,,,,,
8259540,TROUSERS BIB SOLID:BROWN:86,1,8201904 Trousers bib solid/8201904 Trousers bib solid - Brown,,,,,,,FALSE,,,,8912 Newborn,9315,Trousers,,1-PACK,3.35,USD,,,,,,,,,,,,,,,
8146688,BRIEF HIGH IRIS FASHION:LT PINK:618,1,8088591 Brief high Iris fashion/8088591 Brief high Iris fashion - Lt pink,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,1.58,USD,,,,,,,,,,,,,,,
8192333,PYJAMAS ROMPER TOUCAN:LIGHT GREEN:80,1,8158333 Pyjamas Romper Toucan/8158333 Pyjamas Romper Toucan - Light Green,,,,,,,FALSE,,,,8916 Baby Nightwear,9333,Pyjamas,,1-PACK,3.28,USD,,,,,,,,,,,,,,,
8643747,TOP SS AOP FISHES:LIGHT BEIGE:80,1,8594343 Top ss aop fishes/8594343 Top ss aop fishes - Light Beige,,,,,,,FALSE,,,,8910 Baby Tops,9312,Top,,1-PACK,3.1,EUR,,,,,,,,,,,,,,,
8615575,SHIRT WOVEN COTTON:LIGHT DUSTY WHITE:74,1,8574371 Shirt woven cotton/8574371 Shirt woven cotton - Light Dusty White,,,,,,,FALSE,,,,8910 Baby Tops,9460,Shirt,,1-PACK,4.3,USD,,,,,,,,,,,,,,,
8199077,PYJAMAS ROMPER FLOWER AOP:LIGHT BEIGE:86,1,8158295 Pyjamas romper flower aop/8158295 Pyjamas romper flower aop - Light Beige,,,,,,,FALSE,,,,8916 Baby Nightwear,9333,Pyjamas,,1-PACK,3.28,USD,,,,,,,,,,,,,,,
8221316,SHORTS SOLID FLEECE:LIGHT GREY MELANGE:80,1,8179403 Shorts solid fleece/8179403 Shorts solid fleece - Light Grey Melange,,,,,,,FALSE,,,,8911 Baby Bottoms,9316,Shorts,,1-PACK,1.55,USD,,,,,,,,,,,,,,,
8243924,SET WRAPBODY TROUSERS MOUSE:BEIGE:62,1,8201821 Set wrapbody trousers mouse/8201821 Set wrapbody trousers mouse - Beige,,,,,,,FALSE,,,,8910 Baby Tops,9320,Indoor Clothes Set,,2-PACK,4.45,USD,,,,,,,,,,,,,,,
8108017,TOWEL TERRY KOALA BEAR:BEIGE:0,1,8101218 Towel terry Koala bear/8101218 Towel terry Koala bear - Beige,,,,,,,FALSE,,,,8917 Baby Other,9419,Baby Item,,1-PACK,3.95,USD,,,,,,,,,,,,,,,
8386571,BRIEF SUPERSOFT LACE BRAZ REG:BLACK:48/50,1,8273581 Brief Supersoft lace Braz reg/8273581 Brief Supersoft lace Braz reg - Black,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,1.9,USD,,,,,,,,,,,,,,,
8135610,LEGGINGS BASIC RIB:LIGHT DUSTY LILAC:86,1,8002781 Leggings basic rib/8002781 Leggings basic rib - Light Dusty Lilac,,,,,,,FALSE,,,,8913 Baby Basic,9472,Leggings,,1-PACK,1.9,USD,,,,,,,,,,,,,,,
8309699,LEGGINGS CHECK AOP BRUSCHED IN:OFF BLACK:86,1,8272480 Leggings Check aop brusched in/8272480 Leggings Check aop brusched in - Off black,,,,,,,FALSE,,,,8911 Baby Bottoms,9472,Leggings,,1-PACK,2.17,USD,,,,,,,,,,,,,,,
8337830,SET WRAP BODY LEGGINGS DALMATI:OFF BLACK:50,1,8305030 Set Wrap Body Leggings Dalmati/8305030 Set Wrap Body Leggings Dalmati - Off black,,,,,,,FALSE,,,,8914 Baby CoP Tops,9320,Indoor Clothes Set,,2-PACK,4.65,USD,,,,,,,,,,,,,,,
8127526,BODY WRAP RABBIT AND UMBRELLA:BEIGE:62,1,8104321 Body wrap rabbit and umbrella/8104321 Body wrap rabbit and umbrella - Beige,,,,,,,FALSE,,,,8910 Baby Tops,9328,Body,,1-PACK,1.38,USD,,,,,,,,,,,,,,,
8430293,PYJAMAS ROMPER BEACHBALL:LIGHT AQUA:80,1,8407994 Pyjamas Romper Beachball/8407994 Pyjamas Romper Beachball - Light Aqua,,,,,,,FALSE,,,,8916 Baby Nightwear,9333,Pyjamas,,1-PACK,3.18,USD,,,,,,,,,,,,,,,
8365951,2 PACK SLEEVELESS BODY:LIGHT DUSTY WHITE:80,1,8326535 2 pack sleeveless body/8326535 2 pack sleeveless body - Light Dusty White,,,,,,,FALSE,,,,8910 Baby Tops,9328,Body,,2-PACK,4.4,USD,,,,,,,,,,,,,,,
8157549,BRIEF  THONG LOW NICOLE:LIGHT DUSTY BLUE:34,1,8041860 Brief  thong low Nicole/8041860 Brief  thong low Nicole - Light Dusty Blue,,,,,,,FALSE,,,,2017 Ella M. Brief Match,9326,Brief/Pants,,1-PACK,2.9,USD,,,,,,,,,,,,,,,
8616586,PYJAMAS ROMPER LION AT BACK:LIGHT BEIGE:74,1,8594253 Pyjamas Romper Lion at back/8594253 Pyjamas Romper Lion at back - Light Beige,,,,,,,FALSE,,,,8916 Baby Nightwear,9333,Pyjamas,,1-PACK,3.67,USD,,,,,,,,,,,,,,,
8176980,BRIEF  BOXER MIDI SEAMLESS RIB:BLUE:40/42,1,8112919 Brief  Boxer midi Seamless rib/8112919 Brief  Boxer midi Seamless rib - Blue,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,1.64,USD,,,,,,,,,,,,,,,
8354105,BODY WRAP RIB BASIC:DARK BEIGE:62,1,8002778 Body wrap rib basic/8002778 Body wrap rib basic - Dark Beige,,,,,,,FALSE,,,,8913 Baby Basic,9328,Body,,1-PACK,2.7,USD,,,,,,,,,,,,,,,
8366285,BRIEF  SALLY BOXER REGULAR SEA:LIGHT DUSTY AQUA:34,1,8186431 Brief  Sally Boxer regular Sea/8186431 Brief  Sally Boxer regular Sea - Light Dusty Aqua,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,1.62,USD,,,,,,,,,,,,,,,
8534728,PYJAMAS NIGHT SKY:LIGHT DUSTY WHITE:74,1,8503489 Pyjamas Night Sky/8503489 Pyjamas Night Sky - Light Dusty White,,,,,,,FALSE,,,,8916 Baby Nightwear,9333,Pyjamas,,1-PACK,3.32,USD,,,,,,,,,,,,,,,
8607156,SET BODY LEGGINGS PIC NIC:LIGHT DUSTY WHITE:86,1,8577137 Set body leggings pic nic/8577137 Set body leggings pic nic - Light Dusty White,,,,,,,FALSE,,,,8910 Baby Tops,9320,Indoor Clothes Set,,2-PACK,4.2,USD,,,,,,,,,,,,,,,
8581024,SOCK 4P SOCK RIBB WITH STRIPE:BLUE:16/18,1,8431643 Sock 4p sock ribb with stripe/8431643 Sock 4p sock ribb with stripe - Blue,,,,,,,FALSE,,,,8917 Baby Other,9322,Sock,,4-PACK,2.14,EUR,,,,,,,,,,,,,,,
8513263,BRIEF NORA THONG LOW:DARK DUSTY RED:44/46,1,8006829 Brief Nora Thong low/8006829 Brief Nora Thong low - Dark Dusty Red,,,,,,,FALSE,,,,2017 Ella M. Brief Match,9326,Brief/Pants,,1-PACK,1.95,USD,,,,,,,,,,,,,,,
8375952,BRIEF  BOXER MIDI SEAMLESS RIB:WHITE:36/38,1,8375913 Brief  Boxer midi Seamless rib/8375913 Brief  Boxer midi Seamless rib - White,,,,,,,FALSE,,,,2012 Lindex Brief Basic,9326,Brief/Pants,,1-PACK,1.7,USD,,,,,,,,,,,,,,,
8304008,BRIEF  LINE BRAZILIAN HIGH:BLACK:40/42,1,8173027 Brief  Line brazilian high/8173027 Brief  Line brazilian high - Black,,,,,,,FALSE,,,,2017 Ella M. Brief Match,9326,Brief/Pants,,1-PACK,3.82,USD,,,,,,,,,,,,,,,
8022077,BRIEF INVISIBLE THONG HIGH:BEIGE:34,1,8021909 Brief Invisible Thong High/8021909 Brief Invisible Thong High - Beige,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,1.46,USD,,,,,,,,,,,,,,,
8551246,SET BODY LEGGINGS CANDY:RED:86,1,8494407 Set Body leggings Candy/8494407 Set Body leggings Candy - Red,,,,,,,FALSE,,,,8910 Baby Tops,9320,Indoor Clothes Set,,2-PACK,4.93,USD,,,,,,,,,,,,,,,
8240260,BRIEF EMELIE CO LACE REGULAR:WHITE:618,1,8176250 Brief Emelie co lace regular/8176250 Brief Emelie co lace regular - White,,,,,,,FALSE,,,,2012 Lindex Brief Basic,9326,Brief/Pants,,1-PACK,1.37,USD,,,,,,,,,,,,,,,
8087098,LEGGINGS BASIC RIB:BEIGE:68,1,8002781 Leggings basic rib/8002781 Leggings basic rib - Beige,,,,,,,FALSE,,,,8913 Baby Basic,9472,Leggings,,1-PACK,1.95,USD,,,,,,,,,,,,,,,
8547202,PYJAMAS HEARTS AOP:LIGHT BEIGE:74,1,8487201 Pyjamas Hearts aop/8487201 Pyjamas Hearts aop - Light Beige,,,,,,,FALSE,,,,8916 Baby Nightwear,9333,Pyjamas,,1-PACK,5.35,EUR,,,,,,,,,,,,,,,
7785504,CAMISOLE WOOL RACHEL:GREY MELANGE:S,1,7705448 Camisole Wool Rachel/7705448 Camisole Wool Rachel - Grey Melange,,,,,,,FALSE,,,,2700 Base Layer Underwear,9325,Camisole/Undershirt,,1-PACK,,USD,,,,,,,,,,,,,,,
8626424,SET BODY WRAP SHORTS FISHES:LIGHT DUSTY TURQUOISE:62,1,8593757 Set body wrap shorts fishes/8593757 Set body wrap shorts fishes - Light Dusty Turquoise,,,,,,,FALSE,,,,8912 Newborn,9320,Indoor Clothes Set,,2-PACK,4.2,USD,,,,,,,,,,,,,,,
8158512,BRIEF  3 PACK BIKINI REG PRINT:COMBI 1:40/42,1,8110106 Brief  3 pack Bikini reg print/8110106 Brief  3 pack Bikini reg print - Combi 1,,,,,,,FALSE,,,,2012 Lindex Brief Basic,9326,Brief/Pants,,3-PACK,3.35,USD,,,,,,,,,,,,,,,
8173499,KNITTED SWEATER WAFFLE:DUSTY TURQUOISE:86,1,8125664 Knitted sweater waffle/8125664 Knitted sweater waffle - Dusty Turquoise,,,,,,,FALSE,,,,8910 Baby Tops,9313,Sweater,,1-PACK,4.25,USD,,,,,,,,,,,,,,,
8201523,BRIEF  EVA TENCEL BOXER REGULA:LIGHT GREY MELANGE:34,1,8165207 Brief  Eva Tencel Boxer regula/8165207 Brief  Eva Tencel Boxer regula - Light Grey Melange,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,1.68,USD,,,,,,,,,,,,,,,
8259479,CAP W EARS RIB:DUSTY LILAC:40/42,1,8202215 Cap w ears rib/8202215 Cap w ears rib - Dusty Lilac,,,,,,,FALSE,,,,8917 Baby Other,9405,Headgear,,1-PACK,1.72,USD,,,,,,,,,,,,,,,
8163111,BODY RAINBOW:LIGHT BEIGE:86,1,8121824 Body rainbow/8121824 Body rainbow - Light Beige,,,,,,,FALSE,,,,8914 Baby CoP Tops,9328,Body,,1-PACK,2.12,USD,,,,,,,,,,,,,,,
8387770,BRIEF  REGULAR SUPERSOFT LACE:LIGHT DUSTY AQUA:40/42,1,8273557 Brief  Regular supersoft lace/8273557 Brief  Regular supersoft lace - Light Dusty Aqua,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,2.2,USD,,,,,,,,,,,,,,,
8293868,CARDIGAN PATENT KNIT:OFF BLACK:74,1,8002832 Cardigan Patent knit/8002832 Cardigan Patent knit - Off black,,,,,,,FALSE,,,,8910 Baby Tops,9462,Cardigan,,1-PACK,5.3,USD,,,,,,,,,,,,,,,
8498111,BODY BEAVER:LIGHT BEIGE:80,1,8457588 Body Beaver/8457588 Body Beaver - Light Beige,,,,,,,FALSE,,,,8910 Baby Tops,9328,Body,,1-PACK,2.75,USD,,,,,,,,,,,,,,,
8491452,LEGGINGS RACCOON:DARK DUSTY GREY:80,1,8460635 Leggings Raccoon/8460635 Leggings Raccoon - Dark Dusty Grey,,,,,,,FALSE,,,,8911 Baby Bottoms,9472,Leggings,,1-PACK,2.12,USD,,,,,,,,,,,,,,,
8015329,BRIEF BRAZILIAN REG  INVISIBLE:WHITE:36/38,1,7961183 Brief Brazilian reg  invisible/7961183 Brief Brazilian reg  invisible - White,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,1.32,USD,,,,,,,,,,,,,,,
8292439,PYJAMAS MAMMOTH AOP:OFF BLACK:56,1,8240957 Pyjamas Mammoth aop/8240957 Pyjamas Mammoth aop - Off black,,,,,,,FALSE,,,,8916 Baby Nightwear,9333,Pyjamas,,1-PACK,4.16,USD,,,,,,,,,,,,,,,
8465740,LEGGINGS BASIC RIB AOP:GREEN:86,1,8428974 Leggings basic rib aop/8428974 Leggings basic rib aop - Green,,,,,,,FALSE,,,,8911 Baby Bottoms,9472,Leggings,,1-PACK,2.08,USD,,,,,,,,,,,,,,,
8169713,BRIEF HIGH SVEA VELVET EDGE:DARK BROWN:619,1,8078683 Brief high Svea velvet edge/8078683 Brief high Svea velvet edge - Dark Brown,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,1.152,USD,,,,,,,,,,,,,,,
8097676,BRIEF CARIN CLASSIC REGULAR DO:BLACK:34,1,8075778 Brief Carin Classic regular DO/8075778 Brief Carin Classic regular DO - Black,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,1.25,USD,,,,,,,,,,,,,,,
8284735,TROUSERS BEAR KNEE:LIGHT DUSTY BROWN:80,1,8235840 Trousers bear knee/8235840 Trousers bear knee - Light Dusty Brown,,,,,,,FALSE,,,,8911 Baby Bottoms,9315,Trousers,,1-PACK,2.75,USD,,,,,,,,,,,,,,,
7591602,BRIEF  SEAMLESS FANNY BIKER MI:BLACK:619,1,7513771 Brief  Seamless Fanny Biker mi/7513771 Brief  Seamless Fanny Biker mi - Black,,,,,,,FALSE,,,,2012 Lindex Brief Basic,9326,Brief/Pants,,1-PACK,2.2,USD,,,,,,,,,,,,,,,
8199774,PYJAMAS ROMPER SUN:LIGHT BLUE:74,1,8181273 Pyjamas romper Sun/8181273 Pyjamas romper Sun - Light Blue,,,,,,,FALSE,,,,8916 Baby Nightwear,9333,Pyjamas,,1-PACK,2.85,USD,,,,,,,,,,,,,,,
8579057,BRIEF  JOY BIKINI HIGH  HIGH C:LIGHT DUSTY PINK:40/42,1,8443873 Brief  Joy Bikini High  high c/8443873 Brief  Joy Bikini High  high c - Light Dusty Pink,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,1.85,USD,,,,,,,,,,,,,,,
8550733,SOCK 3P TERRY  ANIMAL FACE SOL:DARK DUSTY RED:13/15,1,8431417 Sock 3p terry  animal face sol/8431417 Sock 3p terry  animal face sol - Dark Dusty Red,,,,,,,FALSE,,,,8917 Baby Other,9322,Sock,,3-PACK,1.59,EUR,,,,,,,,,,,,,,,
8343940,BRIEF  WILMA BRAZ LOW HIGHLEG:BLACK:40/42,1,8319177 Brief  Wilma Braz low Highleg/8319177 Brief  Wilma Braz low Highleg - Black,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,1.7,USD,,,,,,,,,,,,,,,
8568201,PYJAMAS CLOUD AND RAINBOW:DARK NAVY:68,1,8543244 Pyjamas cloud and rainbow/8543244 Pyjamas cloud and rainbow - Dark Navy,,,,,,,FALSE,,,,8916 Baby Nightwear,9333,Pyjamas,,1-PACK,3.32,USD,,,,,,,,,,,,,,,
8215623,BRIEF  BRAZILIAN HW SCARLETT:LIGHT DUSTY LILAC:40/42,1,8136630 Brief  Brazilian HW Scarlett/8136630 Brief  Brazilian HW Scarlett - Light Dusty Lilac,,,,,,,FALSE,,,,2017 Ella M. Brief Match,9326,Brief/Pants,,1-PACK,3.25,USD,,,,,,,,,,,,,,,
8108637,LEGGINGS RIB SOLID:DUSTY BLUE:68,1,7886836 Leggings rib solid/7886836 Leggings rib solid - Dusty Blue,,,,,,,FALSE,,,,8913 Baby Basic,9472,Leggings,,1-PACK,1.8,USD,,,,,,,,,,,,,,,
8309679,BODY CHECK AOP:OFF BLACK:74,1,8272474 Body Check aop/8272474 Body Check aop - Off black,,,,,,,FALSE,,,,8914 Baby CoP Tops,9328,Body,,1-PACK,2.58,USD,,,,,,,,,,,,,,,
8473431,BRIEF SVEA BRAZILIAN REG VELVE:DUSTY PINK:620,1,8081750 Brief Svea Brazilian reg velve/8081750 Brief Svea Brazilian reg velve - Dusty Pink,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,2.9,USD,,,,,,,,,,,,,,,
8175005,SHIRT SEERSUCKER:BEIGE:68,1,8129470 Shirt seersucker/8129470 Shirt seersucker - Beige,,,,,,,FALSE,,,,8910 Baby Tops,9460,Shirt,,1-PACK,4.65,USD,,,,,,,,,,,,,,,
8627882,BRIEF  RIB THONG REG SEAMLESS:BLACK:44/46,1,8534343 Brief  Rib Thong reg Seamless/8534343 Brief  Rib Thong reg Seamless - Black,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,2.8,EUR,,,,,,,,,,,,,,,
8320528,SET WRAP BODY HOT COCOA:RED:56,1,8272545 Set Wrap Body Hot Cocoa/8272545 Set Wrap Body Hot Cocoa - Red,,,,,,,FALSE,,,,8914 Baby CoP Tops,9320,Indoor Clothes Set,,1-PACK,4.15,USD,,,,,,,,,,,,,,,
8469603,BODY WRAP PEACOCK:LIGHT BEIGE:56,1,8435951 Body Wrap Peacock/8435951 Body Wrap Peacock - Light Beige,,,,,,,FALSE,,,,8914 Baby CoP Tops,9328,Body,,1-PACK,2.75,USD,,,,,,,,,,,,,,,
8128179,BODY AOP CAT FACES:DUSTY PINK:74,1,8121425 Body aop cat faces/8121425 Body aop cat faces - Dusty Pink,,,,,,,FALSE,,,,8910 Baby Tops,9328,Body,,1-PACK,2.12,USD,,,,,,,,,,,,,,,
8244495,KNITTED SWEATER WAFFLE:LIGHT BEIGE MELANGE:80,1,8125664 Knitted sweater waffle/8125664 Knitted sweater waffle - Light Beige Melange,,,,,,,FALSE,,,,8910 Baby Tops,9313,Sweater,,1-PACK,4.9,USD,,,,,,,,,,,,,,,
8356723,BODY AOP FAMILY ANIMALS:DUSTY GREEN:74,1,8319083 Body aop family animals/8319083 Body aop family animals - Dusty Green,,,,,,,FALSE,,,,8910 Baby Tops,9328,Body,,1-PACK,2.75,USD,,,,,,,,,,,,,,,
8445478,BRIEF  MAYA THONG LOW:DARK DUSTY RED:34,1,8391306 Brief  Maya Thong low/8391306 Brief  Maya Thong low - Dark Dusty Red,,,,,,,FALSE,,,,2017 Ella M. Brief Match,9326,Brief/Pants,,1-PACK,4.67,USD,,,,,,,,,,,,,,,
8337741,BODY WRAP MOOMIN:LIGHT BEIGE:68,1,8291129 Body wrap Moomin/8291129 Body wrap Moomin - Light Beige,,,,,,,FALSE,,,,8914 Baby CoP Tops,9328,Body,,1-PACK,2.63,USD,,,,,,,,,,,,,,,
8316316,BRIEF  NOVA RIB THONG HIGH LEG:LIGHT LILAC:40/42,1,8198078 Brief  Nova Rib thong high leg/8198078 Brief  Nova Rib thong high leg - Light Lilac,,,,,,,FALSE,,,,2010 So.U Brief,9326,Brief/Pants,,1-PACK,1.16,USD,,,,,,,,,,,,,,,
8237295,TROUSERS VELOUR:DUSTY PINK:80,1,8215143 Trousers velour/8215143 Trousers velour - Dusty Pink,,,,,,,FALSE,,,,8911 Baby Bottoms,9315,Trousers,,1-PACK,2.9,USD,,,,,,,,,,,,,,,
8259865,BODY WRAP AOP HEDGEHOG:DUSTY LILAC:62,1,8201872 Body wrap aop hedgehog/8201872 Body wrap aop hedgehog - Dusty Lilac,,,,,,,FALSE,,,,8912 Newborn,9328,Body,,1-PACK,2.41,USD,,,,,,,,,,,,,,,
8126999,BODY WRAP POCKET DETAIL:DUSTY BROWN:68,1,8104346 Body wrap pocket detail/8104346 Body wrap pocket detail - Dusty Brown,,,,,,,FALSE,,,,8910 Baby Tops,9328,Body,,1-PACK,2.15,USD,,,,,,,,,,,,,,,
8584539,BODY SPRING FOREST AOP:LIGHT BEIGE:86,1,8552052 Body spring forest aop/8552052 Body spring forest aop - Light Beige,,,,,,,FALSE,,,,8910 Baby Tops,9328,Body,,1-PACK,2.85,USD,,,,,,,,,,,,,,,
8417294,BRIEF SO U  MISHA BRAZILIAN HI:LIGHT PINK:44/46,1,8332872 Brief So U  Misha Brazilian Hi/8332872 Brief So U  Misha Brazilian Hi - Light Pink,,,,,,,FALSE,,,,2010 So.U Brief,9326,Brief/Pants,,1-PACK,1.72,USD,,,,,,,,,,,,,,,
8169632,BRIEF  SVEA REGULAR VELVET:DARK DUSTY PINK:619,1,7934271 Brief  Svea regular velvet/7934271 Brief  Svea regular velvet - Dark Dusty Pink,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,1.096,USD,,,,,,,,,,,,,,,
8498108,BODY WRAP BEAVER:DUSTY BROWN:62,1,8457587 Body Wrap Beaver/8457587 Body Wrap Beaver - Dusty Brown,,,,,,,FALSE,,,,8914 Baby CoP Tops,9328,Body,,1-PACK,2.7,USD,,,,,,,,,,,,,,,
8611076,BRIEF THONG HIGH MICRO FREE CU:BEIGE:40/42,1,8566335 Brief Thong high micro free cu/8566335 Brief Thong high micro free cu - Beige,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,1.94,USD,,,,,,,,,,,,,,,
8318690,BRIEF THONG LOW ELSA:RED:52/54,1,8247479 Brief Thong low Elsa/8247479 Brief Thong low Elsa - Red,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,1.6,USD,,,,,,,,,,,,,,,
8298406,BRIEF  WILMA CLASSIC REG V SHA:BLACK:36/38,1,8209134 Brief  Wilma Classic reg V sha/8209134 Brief  Wilma Classic reg V sha - Black,,,,,,,FALSE,,,,2016 Lindex Brief Fashion,9326,Brief/Pants,,1-PACK,1.79,USD,,,,,,,,,,,,,,,
8590665,LEGGINGS RIB SOLID COL BABY:LIGHT DUSTY YELLOW:74,1,8552113 Leggings rib solid col baby/8552113 Leggings rib solid col baby - Light Dusty Yellow,,,,,,,FALSE,,,,8913 Baby Basic,9472,Leggings,,1-PACK,1.95,USD,,,,,,,,,,,,,,,
